,year,sex,education,vocabulary,year_group
20000313,2000,Female,16,7,"(1995,2016]"
19960591,1996,Male,18,10,"(1995,2016]"
19941176,1994,Female,12,7,"[1974,1995]"
19761235,1976,Female,13,6,"[1974,1995]"
20001514,2000,Male,12,4,"(1995,2016]"
19930376,1993,Male,14,5,"[1974,1995]"
20140089,2014,Male,12,6,"(1995,2016]"
20161133,2016,Male,14,8,"(1995,2016]"
19840244,1984,Female,12,9,"[1974,1995]"
20142520,2014,Female,19,10,"(1995,2016]"
19820764,1982,Male,16,10,"[1974,1995]"
19760285,1976,Male,13,10,"[1974,1995]"
20101372,2010,Male,16,7,"(1995,2016]"
19960518,1996,Female,12,4,"(1995,2016]"
20100728,2010,Male,14,6,"(1995,2016]"
19910145,1991,Female,11,5,"[1974,1995]"
20160992,2016,Female,11,3,"(1995,2016]"
19942923,1994,Female,16,9,"[1974,1995]"
20081178,2008,Female,9,7,"(1995,2016]"
20060615,2006,Female,16,7,"(1995,2016]"
20081347,2008,Female,14,5,"(1995,2016]"
20161501,2016,Female,18,7,"(1995,2016]"
19980073,1998,Female,16,5,"(1995,2016]"
20160774,2016,Male,14,5,"(1995,2016]"
19840320,1984,Female,10,4,"[1974,1995]"
19872048,1987,Female,12,5,"[1974,1995]"
19930259,1993,Male,16,7,"[1974,1995]"
19962238,1996,Female,13,7,"(1995,2016]"
20041365,2004,Male,16,7,"(1995,2016]"
20100081,2010,Female,18,7,"(1995,2016]"
19780549,1978,Female,8,3,"[1974,1995]"
19930824,1993,Female,16,8,"[1974,1995]"
19820402,1982,Female,12,6,"[1974,1995]"
19761278,1976,Female,12,7,"[1974,1995]"
19741215,1974,Male,11,5,"[1974,1995]"
19930063,1993,Female,12,6,"[1974,1995]"
20062336,2006,Female,12,5,"(1995,2016]"
19982224,1998,Male,11,7,"(1995,2016]"
19910520,1991,Male,15,9,"[1974,1995]"
19930872,1993,Male,14,9,"[1974,1995]"
19942133,1994,Male,15,6,"[1974,1995]"
20121630,2012,Female,12,6,"(1995,2016]"
20081833,2008,Male,8,4,"(1995,2016]"
19981101,1998,Male,12,7,"(1995,2016]"
19961312,1996,Male,12,5,"(1995,2016]"
20062265,2006,Female,14,9,"(1995,2016]"
19871005,1987,Female,20,10,"[1974,1995]"
20160464,2016,Male,16,10,"(1995,2016]"
19870561,1987,Female,12,7,"[1974,1995]"
19780797,1978,Male,14,9,"[1974,1995]"
19981192,1998,Female,20,8,"(1995,2016]"
19962005,1996,Female,16,9,"(1995,2016]"
19821233,1982,Male,12,6,"[1974,1995]"
19841099,1984,Female,12,9,"[1974,1995]"
19741405,1974,Male,11,6,"[1974,1995]"
20101356,2010,Female,8,3,"(1995,2016]"
20101240,2010,Female,20,7,"(1995,2016]"
19820063,1982,Female,12,5,"[1974,1995]"
20000151,2000,Female,14,6,"(1995,2016]"
19962546,1996,Male,10,8,"(1995,2016]"
20001875,2000,Male,16,6,"(1995,2016]"
19930837,1993,Male,10,5,"[1974,1995]"
20162544,2016,Female,11,7,"(1995,2016]"
19840649,1984,Male,9,4,"[1974,1995]"
20120094,2012,Female,12,5,"(1995,2016]"
19740902,1974,Female,16,7,"[1974,1995]"
19871303,1987,Male,12,3,"[1974,1995]"
20061738,2006,Male,12,4,"(1995,2016]"
19940153,1994,Male,16,6,"[1974,1995]"
20042689,2004,Female,12,7,"(1995,2016]"
20061358,2006,Male,13,8,"(1995,2016]"
19880550,1988,Male,14,5,"[1974,1995]"
20081935,2008,Male,12,9,"(1995,2016]"
20142447,2014,Female,12,6,"(1995,2016]"
19841457,1984,Female,15,7,"[1974,1995]"
19982493,1998,Female,14,6,"(1995,2016]"
20162417,2016,Female,12,0,"(1995,2016]"
19760354,1976,Female,10,3,"[1974,1995]"
20140118,2014,Male,16,6,"(1995,2016]"
19942000,1994,Male,20,1,"[1974,1995]"
20101430,2010,Female,16,8,"(1995,2016]"
19870025,1987,Female,13,7,"[1974,1995]"
20042095,2004,Male,14,5,"(1995,2016]"
20161053,2016,Male,15,10,"(1995,2016]"
19961451,1996,Female,16,8,"(1995,2016]"
19870457,1987,Male,16,8,"[1974,1995]"
19821136,1982,Male,14,7,"[1974,1995]"
19930774,1993,Female,7,4,"[1974,1995]"
19820915,1982,Male,20,9,"[1974,1995]"
19823079,1982,Male,16,10,"[1974,1995]"
20162693,2016,Male,12,6,"(1995,2016]"
19960316,1996,Female,17,7,"(1995,2016]"
19890703,1989,Female,16,8,"[1974,1995]"
20000141,2000,Male,7,4,"(1995,2016]"
20142216,2014,Male,9,6,"(1995,2016]"
19820635,1982,Male,14,7,"[1974,1995]"
19911341,1991,Female,12,6,"[1974,1995]"
19940317,1994,Female,15,8,"[1974,1995]"
19960220,1996,Female,16,7,"(1995,2016]"
19961661,1996,Male,13,2,"(1995,2016]"
19841364,1984,Male,4,3,"[1974,1995]"
19871306,1987,Male,12,3,"[1974,1995]"
19901247,1990,Male,8,4,"[1974,1995]"
19820927,1982,Male,12,10,"[1974,1995]"
19980439,1998,Male,13,5,"(1995,2016]"
20162248,2016,Female,12,4,"(1995,2016]"
20063534,2006,Female,12,4,"(1995,2016]"
19881173,1988,Female,13,3,"[1974,1995]"
19840467,1984,Female,10,7,"[1974,1995]"
20120067,2012,Female,11,5,"(1995,2016]"
20101923,2010,Male,12,5,"(1995,2016]"
19840373,1984,Female,10,9,"[1974,1995]"
20002690,2000,Female,12,7,"(1995,2016]"
19870275,1987,Male,13,9,"[1974,1995]"
19962498,1996,Female,12,5,"(1995,2016]"
19870850,1987,Female,12,4,"[1974,1995]"
20080409,2008,Male,11,5,"(1995,2016]"
19761269,1976,Female,11,7,"[1974,1995]"
19840236,1984,Female,12,3,"[1974,1995]"
20081363,2008,Female,16,9,"(1995,2016]"
20081866,2008,Female,13,8,"(1995,2016]"
19781026,1978,Male,13,7,"[1974,1995]"
20062653,2006,Male,12,3,"(1995,2016]"
20042152,2004,Male,13,4,"(1995,2016]"
19760502,1976,Female,16,8,"[1974,1995]"
19780846,1978,Male,7,4,"[1974,1995]"
19960829,1996,Female,12,4,"(1995,2016]"
20120842,2012,Male,12,6,"(1995,2016]"
19841275,1984,Female,14,8,"[1974,1995]"
20141253,2014,Female,16,6,"(1995,2016]"
19942925,1994,Female,12,8,"[1974,1995]"
20064372,2006,Female,19,10,"(1995,2016]"
19941619,1994,Male,13,3,"[1974,1995]"
19960820,1996,Female,13,6,"(1995,2016]"
20161870,2016,Female,13,5,"(1995,2016]"
19840166,1984,Female,12,5,"[1974,1995]"
19870910,1987,Male,16,9,"[1974,1995]"
20162258,2016,Female,10,6,"(1995,2016]"
19941620,1994,Female,12,6,"[1974,1995]"
19910340,1991,Female,13,9,"[1974,1995]"
20161199,2016,Female,11,7,"(1995,2016]"
19870476,1987,Male,12,3,"[1974,1995]"
20121661,2012,Male,12,4,"(1995,2016]"
20141712,2014,Female,16,4,"(1995,2016]"
19840917,1984,Female,17,7,"[1974,1995]"
20062464,2006,Female,11,4,"(1995,2016]"
20060794,2006,Female,18,9,"(1995,2016]"
19980902,1998,Male,12,7,"(1995,2016]"
19761295,1976,Female,8,5,"[1974,1995]"
19982707,1998,Female,11,4,"(1995,2016]"
20001325,2000,Female,19,10,"(1995,2016]"
19941307,1994,Male,10,4,"[1974,1995]"
20041840,2004,Male,16,6,"(1995,2016]"
19780041,1978,Male,19,9,"[1974,1995]"
19881048,1988,Female,9,4,"[1974,1995]"
20081447,2008,Male,16,4,"(1995,2016]"
19982698,1998,Male,14,8,"(1995,2016]"
19821391,1982,Female,13,5,"[1974,1995]"
20161523,2016,Male,16,7,"(1995,2016]"
20100496,2010,Female,12,4,"(1995,2016]"
19980171,1998,Male,12,4,"(1995,2016]"
19780991,1978,Female,12,7,"[1974,1995]"
19820317,1982,Female,18,8,"[1974,1995]"
19841014,1984,Female,13,7,"[1974,1995]"
20101929,2010,Female,15,6,"(1995,2016]"
19941062,1994,Female,16,9,"[1974,1995]"
19940917,1994,Male,20,6,"[1974,1995]"
19982013,1998,Male,16,7,"(1995,2016]"
19870356,1987,Male,1,0,"[1974,1995]"
19901240,1990,Female,12,6,"[1974,1995]"
19982320,1998,Male,13,5,"(1995,2016]"
19880508,1988,Female,13,8,"[1974,1995]"
19820323,1982,Female,12,4,"[1974,1995]"
19761351,1976,Male,7,5,"[1974,1995]"
19761522,1976,Male,19,10,"[1974,1995]"
20140794,2014,Female,12,6,"(1995,2016]"
19961278,1996,Female,14,6,"(1995,2016]"
19841102,1984,Male,8,5,"[1974,1995]"
20081121,2008,Female,13,6,"(1995,2016]"
19881264,1988,Male,12,5,"[1974,1995]"
19780330,1978,Female,15,5,"[1974,1995]"
19740718,1974,Female,17,10,"[1974,1995]"
20040313,2004,Male,12,4,"(1995,2016]"
19910178,1991,Male,12,5,"[1974,1995]"
20141874,2014,Female,18,4,"(1995,2016]"
20081308,2008,Female,11,6,"(1995,2016]"
20063405,2006,Female,15,9,"(1995,2016]"
19900057,1990,Female,14,6,"[1974,1995]"
19760489,1976,Female,6,5,"[1974,1995]"
19740188,1974,Female,12,5,"[1974,1995]"
20081228,2008,Female,16,5,"(1995,2016]"
20160938,2016,Female,17,8,"(1995,2016]"
20121220,2012,Male,16,2,"(1995,2016]"
20121047,2012,Male,14,10,"(1995,2016]"
19911321,1991,Female,12,6,"[1974,1995]"
20061350,2006,Female,14,5,"(1995,2016]"
19871041,1987,Male,14,6,"[1974,1995]"
19981647,1998,Female,12,10,"(1995,2016]"
19910173,1991,Male,11,5,"[1974,1995]"
20121815,2012,Male,12,8,"(1995,2016]"
19900203,1990,Male,14,2,"[1974,1995]"
20140388,2014,Female,12,6,"(1995,2016]"
19881035,1988,Male,12,6,"[1974,1995]"
19741144,1974,Female,16,10,"[1974,1995]"
19820685,1982,Male,11,3,"[1974,1995]"
19740583,1974,Male,17,7,"[1974,1995]"
20162804,2016,Female,12,4,"(1995,2016]"
19981191,1998,Female,12,7,"(1995,2016]"
19841085,1984,Female,16,10,"[1974,1995]"
20120054,2012,Male,14,7,"(1995,2016]"
20000405,2000,Male,11,3,"(1995,2016]"
20101656,2010,Female,20,5,"(1995,2016]"
20041733,2004,Female,8,2,"(1995,2016]"
19942249,1994,Male,9,4,"[1974,1995]"
19870088,1987,Female,12,5,"[1974,1995]"
20060590,2006,Male,15,6,"(1995,2016]"
19942638,1994,Female,10,4,"[1974,1995]"
19980393,1998,Male,17,3,"(1995,2016]"
19781003,1978,Male,12,5,"[1974,1995]"
19741002,1974,Female,12,5,"[1974,1995]"
20081132,2008,Male,18,10,"(1995,2016]"
20120704,2012,Male,14,8,"(1995,2016]"
20141163,2014,Female,15,6,"(1995,2016]"
20140659,2014,Female,12,3,"(1995,2016]"
19870693,1987,Male,12,4,"[1974,1995]"
19781342,1978,Female,12,10,"[1974,1995]"
19942074,1994,Female,12,10,"[1974,1995]"
19740039,1974,Female,8,6,"[1974,1995]"
19870992,1987,Male,9,6,"[1974,1995]"
20100196,2010,Female,18,10,"(1995,2016]"
19821326,1982,Female,10,2,"[1974,1995]"
19900833,1990,Female,12,7,"[1974,1995]"
19841139,1984,Female,14,5,"[1974,1995]"
19840229,1984,Female,12,7,"[1974,1995]"
20120921,2012,Male,12,5,"(1995,2016]"
19840386,1984,Male,14,8,"[1974,1995]"
20000902,2000,Female,16,9,"(1995,2016]"
20041227,2004,Female,17,7,"(1995,2016]"
20121531,2012,Female,13,10,"(1995,2016]"
19740173,1974,Female,12,7,"[1974,1995]"
19841101,1984,Male,14,8,"[1974,1995]"
19823213,1982,Male,3,1,"[1974,1995]"
20140087,2014,Male,10,3,"(1995,2016]"
20162036,2016,Male,18,6,"(1995,2016]"
19961571,1996,Female,15,6,"(1995,2016]"
19880127,1988,Female,18,7,"[1974,1995]"
19760220,1976,Female,16,8,"[1974,1995]"
19741462,1974,Male,12,5,"[1974,1995]"
19821322,1982,Female,12,6,"[1974,1995]"
19840332,1984,Female,14,6,"[1974,1995]"
19910242,1991,Male,12,1,"[1974,1995]"
19780362,1978,Female,9,7,"[1974,1995]"
19870423,1987,Male,18,10,"[1974,1995]"
20001140,2000,Female,14,7,"(1995,2016]"
19982324,1998,Male,19,9,"(1995,2016]"
19840637,1984,Female,11,5,"[1974,1995]"
19891475,1989,Male,16,3,"[1974,1995]"
20140835,2014,Male,18,7,"(1995,2016]"
19960815,1996,Male,12,8,"(1995,2016]"
19870202,1987,Female,12,8,"[1974,1995]"
20120181,2012,Female,12,6,"(1995,2016]"
19930046,1993,Male,14,8,"[1974,1995]"
19940918,1994,Female,15,10,"[1974,1995]"
19911185,1991,Female,11,8,"[1974,1995]"
20101912,2010,Female,12,3,"(1995,2016]"
20162692,2016,Male,9,3,"(1995,2016]"
19780174,1978,Male,16,10,"[1974,1995]"
19931135,1993,Female,12,9,"[1974,1995]"
19761288,1976,Female,13,9,"[1974,1995]"
20002121,2000,Male,14,6,"(1995,2016]"
19930838,1993,Female,16,8,"[1974,1995]"
20121097,2012,Female,17,7,"(1995,2016]"
20142140,2014,Female,13,8,"(1995,2016]"
20120537,2012,Male,13,6,"(1995,2016]"
19760613,1976,Female,12,7,"[1974,1995]"
19872063,1987,Male,5,5,"[1974,1995]"
19900929,1990,Male,12,6,"[1974,1995]"
19781258,1978,Female,10,8,"[1974,1995]"
19841455,1984,Male,7,1,"[1974,1995]"
19870780,1987,Male,8,3,"[1974,1995]"
19760242,1976,Male,14,6,"[1974,1995]"
19820155,1982,Female,8,6,"[1974,1995]"
20160573,2016,Female,16,7,"(1995,2016]"
20001690,2000,Male,12,6,"(1995,2016]"
20061031,2006,Female,12,2,"(1995,2016]"
19941387,1994,Female,14,6,"[1974,1995]"
19981800,1998,Female,12,6,"(1995,2016]"
19880362,1988,Female,11,5,"[1974,1995]"
19761291,1976,Male,12,6,"[1974,1995]"
19941329,1994,Female,12,6,"[1974,1995]"
19900616,1990,Male,16,9,"[1974,1995]"
20160455,2016,Male,17,10,"(1995,2016]"
20101856,2010,Female,15,2,"(1995,2016]"
20160599,2016,Female,13,10,"(1995,2016]"
19981396,1998,Female,12,4,"(1995,2016]"
19940429,1994,Male,12,4,"[1974,1995]"
20161758,2016,Female,20,7,"(1995,2016]"
19840601,1984,Female,12,4,"[1974,1995]"
19760126,1976,Male,13,5,"[1974,1995]"
20081080,2008,Female,12,8,"(1995,2016]"
19760741,1976,Female,12,4,"[1974,1995]"
19841289,1984,Male,12,8,"[1974,1995]"
19981108,1998,Female,14,5,"(1995,2016]"
19781287,1978,Male,14,4,"[1974,1995]"
19930961,1993,Male,12,5,"[1974,1995]"
20142023,2014,Female,10,3,"(1995,2016]"
19981886,1998,Female,12,4,"(1995,2016]"
19982284,1998,Male,13,8,"(1995,2016]"
19780583,1978,Male,8,7,"[1974,1995]"
20080464,2008,Male,17,6,"(1995,2016]"
19931431,1993,Female,12,6,"[1974,1995]"
19941943,1994,Female,12,4,"[1974,1995]"
19900541,1990,Male,13,5,"[1974,1995]"
19890685,1989,Female,12,2,"[1974,1995]"
20160160,2016,Male,12,5,"(1995,2016]"
20062834,2006,Female,16,5,"(1995,2016]"
20160642,2016,Female,16,8,"(1995,2016]"
20064038,2006,Male,9,4,"(1995,2016]"
20141801,2014,Male,12,7,"(1995,2016]"
20081403,2008,Female,16,7,"(1995,2016]"
20142086,2014,Male,12,8,"(1995,2016]"
20140054,2014,Female,12,6,"(1995,2016]"
19962209,1996,Male,15,7,"(1995,2016]"
19780107,1978,Female,12,7,"[1974,1995]"
20063695,2006,Female,14,6,"(1995,2016]"
19820119,1982,Female,12,9,"[1974,1995]"
19962217,1996,Female,13,8,"(1995,2016]"
19840981,1984,Male,9,5,"[1974,1995]"
20161336,2016,Female,19,7,"(1995,2016]"
19901330,1990,Female,12,5,"[1974,1995]"
19760647,1976,Male,14,7,"[1974,1995]"
20001970,2000,Female,10,10,"(1995,2016]"
19900950,1990,Male,16,8,"[1974,1995]"
20120740,2012,Male,12,4,"(1995,2016]"
20161130,2016,Male,16,7,"(1995,2016]"
19900535,1990,Female,19,9,"[1974,1995]"
20080449,2008,Male,6,2,"(1995,2016]"
19930935,1993,Male,16,1,"[1974,1995]"
19872066,1987,Female,13,5,"[1974,1995]"
20040709,2004,Male,12,3,"(1995,2016]"
20002639,2000,Male,12,7,"(1995,2016]"
20121827,2012,Male,12,6,"(1995,2016]"
19930791,1993,Male,19,8,"[1974,1995]"
19821043,1982,Female,16,10,"[1974,1995]"
19942027,1994,Female,12,4,"[1974,1995]"
20142148,2014,Female,14,6,"(1995,2016]"
19840996,1984,Male,18,9,"[1974,1995]"
20120662,2012,Female,12,5,"(1995,2016]"
19881361,1988,Male,13,4,"[1974,1995]"
19841403,1984,Male,9,5,"[1974,1995]"
19982565,1998,Female,11,5,"(1995,2016]"
19821002,1982,Female,12,3,"[1974,1995]"
19880219,1988,Male,16,7,"[1974,1995]"
20081049,2008,Male,6,1,"(1995,2016]"
20121719,2012,Male,12,6,"(1995,2016]"
20142074,2014,Male,16,9,"(1995,2016]"
20042739,2004,Male,12,7,"(1995,2016]"
20080912,2008,Male,16,7,"(1995,2016]"
19740484,1974,Female,13,4,"[1974,1995]"
20160108,2016,Female,12,5,"(1995,2016]"
19760441,1976,Female,13,9,"[1974,1995]"
20080616,2008,Female,12,5,"(1995,2016]"
19880076,1988,Female,13,5,"[1974,1995]"
19982626,1998,Female,15,9,"(1995,2016]"
20160088,2016,Female,13,4,"(1995,2016]"
19870969,1987,Female,12,6,"[1974,1995]"
19962428,1996,Female,12,6,"(1995,2016]"
19940147,1994,Female,20,4,"[1974,1995]"
20063235,2006,Female,12,6,"(1995,2016]"
20121566,2012,Female,14,6,"(1995,2016]"
20161125,2016,Male,12,3,"(1995,2016]"
19981103,1998,Female,12,7,"(1995,2016]"
20121592,2012,Male,9,9,"(1995,2016]"
20041804,2004,Male,12,7,"(1995,2016]"
19740230,1974,Female,16,9,"[1974,1995]"
19841390,1984,Male,14,8,"[1974,1995]"
19780309,1978,Female,10,9,"[1974,1995]"
20100349,2010,Male,4,1,"(1995,2016]"
20081306,2008,Male,14,7,"(1995,2016]"
19841231,1984,Male,14,7,"[1974,1995]"
19740099,1974,Female,10,4,"[1974,1995]"
20042079,2004,Female,6,4,"(1995,2016]"
20100170,2010,Male,12,5,"(1995,2016]"
19740456,1974,Male,10,1,"[1974,1995]"
20121548,2012,Female,12,3,"(1995,2016]"
20040846,2004,Female,15,8,"(1995,2016]"
19740860,1974,Male,16,7,"[1974,1995]"
20140184,2014,Male,12,6,"(1995,2016]"
19980853,1998,Female,16,7,"(1995,2016]"
20160248,2016,Male,15,9,"(1995,2016]"
19741105,1974,Male,13,5,"[1974,1995]"
19942347,1994,Male,16,10,"[1974,1995]"
20064354,2006,Female,16,9,"(1995,2016]"
20041324,2004,Female,12,4,"(1995,2016]"
19941076,1994,Female,12,6,"[1974,1995]"
20061283,2006,Female,12,7,"(1995,2016]"
20101582,2010,Female,15,7,"(1995,2016]"
19900646,1990,Female,16,7,"[1974,1995]"
19820777,1982,Male,8,6,"[1974,1995]"
20042714,2004,Male,15,7,"(1995,2016]"
19741092,1974,Female,12,6,"[1974,1995]"
19841375,1984,Female,8,7,"[1974,1995]"
19910180,1991,Female,14,7,"[1974,1995]"
19840947,1984,Male,16,7,"[1974,1995]"
20120751,2012,Female,12,5,"(1995,2016]"
20002732,2000,Male,6,4,"(1995,2016]"
19761656,1976,Male,8,7,"[1974,1995]"
19942548,1994,Female,16,7,"[1974,1995]"
19890293,1989,Male,19,10,"[1974,1995]"
19910126,1991,Female,19,7,"[1974,1995]"
20101152,2010,Female,16,6,"(1995,2016]"
20081776,2008,Female,13,6,"(1995,2016]"
19761013,1976,Male,12,7,"[1974,1995]"
19741331,1974,Male,7,2,"[1974,1995]"
19841376,1984,Female,10,4,"[1974,1995]"
20121268,2012,Female,12,3,"(1995,2016]"
19940910,1994,Male,18,10,"[1974,1995]"
19870645,1987,Female,12,7,"[1974,1995]"
20081371,2008,Female,11,5,"(1995,2016]"
20000057,2000,Female,12,5,"(1995,2016]"
19910543,1991,Female,12,5,"[1974,1995]"
20160405,2016,Male,16,5,"(1995,2016]"
19761546,1976,Male,12,6,"[1974,1995]"
19781078,1978,Female,12,8,"[1974,1995]"
19890802,1989,Male,3,1,"[1974,1995]"
19961860,1996,Male,15,7,"(1995,2016]"
20041865,2004,Female,16,6,"(1995,2016]"
19870302,1987,Male,16,9,"[1974,1995]"
19840082,1984,Female,12,6,"[1974,1995]"
19780279,1978,Male,15,10,"[1974,1995]"
20120409,2012,Female,20,9,"(1995,2016]"
20040420,2004,Male,12,3,"(1995,2016]"
20080959,2008,Male,16,7,"(1995,2016]"
19960738,1996,Male,15,6,"(1995,2016]"
19940801,1994,Male,16,6,"[1974,1995]"
20042432,2004,Male,15,5,"(1995,2016]"
19760374,1976,Male,15,9,"[1974,1995]"
20040688,2004,Female,17,9,"(1995,2016]"
19900004,1990,Female,14,8,"[1974,1995]"
20001342,2000,Female,8,6,"(1995,2016]"
20080248,2008,Male,12,7,"(1995,2016]"
20162186,2016,Male,13,5,"(1995,2016]"
20100842,2010,Female,13,8,"(1995,2016]"
20081886,2008,Male,14,7,"(1995,2016]"
19761305,1976,Female,12,6,"[1974,1995]"
19820757,1982,Female,6,3,"[1974,1995]"
19741053,1974,Female,12,5,"[1974,1995]"
20140209,2014,Male,6,1,"(1995,2016]"
19880023,1988,Female,4,0,"[1974,1995]"
19780686,1978,Female,10,5,"[1974,1995]"
19901231,1990,Female,12,3,"[1974,1995]"
20161023,2016,Male,14,1,"(1995,2016]"
20001423,2000,Male,12,5,"(1995,2016]"
20140113,2014,Female,12,6,"(1995,2016]"
19980851,1998,Male,12,5,"(1995,2016]"
19901303,1990,Male,6,6,"[1974,1995]"
19871090,1987,Female,14,7,"[1974,1995]"
20121040,2012,Female,16,9,"(1995,2016]"
19780719,1978,Male,12,4,"[1974,1995]"
19880480,1988,Female,14,7,"[1974,1995]"
19940893,1994,Female,16,6,"[1974,1995]"
20142231,2014,Female,18,5,"(1995,2016]"
19871162,1987,Male,8,2,"[1974,1995]"
20101023,2010,Female,12,6,"(1995,2016]"
19881341,1988,Male,12,2,"[1974,1995]"
19760421,1976,Female,12,6,"[1974,1995]"
19871185,1987,Male,15,4,"[1974,1995]"
20161602,2016,Female,13,7,"(1995,2016]"
19961121,1996,Male,5,3,"(1995,2016]"
20062208,2006,Female,16,9,"(1995,2016]"
20100647,2010,Male,12,5,"(1995,2016]"
19740741,1974,Male,12,6,"[1974,1995]"
19761597,1976,Male,16,7,"[1974,1995]"
19931586,1993,Female,14,7,"[1974,1995]"
19941531,1994,Female,12,7,"[1974,1995]"
20000843,2000,Female,14,6,"(1995,2016]"
19871367,1987,Male,12,5,"[1974,1995]"
20160171,2016,Female,11,7,"(1995,2016]"
19960945,1996,Male,18,7,"(1995,2016]"
19962643,1996,Female,12,5,"(1995,2016]"
20142315,2014,Male,12,4,"(1995,2016]"
19930013,1993,Female,12,7,"[1974,1995]"
20100838,2010,Female,14,9,"(1995,2016]"
19781111,1978,Female,13,8,"[1974,1995]"
20101677,2010,Female,12,5,"(1995,2016]"
19822044,1982,Male,12,6,"[1974,1995]"
19820125,1982,Male,16,6,"[1974,1995]"
19871147,1987,Female,12,7,"[1974,1995]"
19880783,1988,Female,12,7,"[1974,1995]"
20081053,2008,Male,12,4,"(1995,2016]"
20120673,2012,Female,18,10,"(1995,2016]"
19841442,1984,Male,14,5,"[1974,1995]"
20000759,2000,Female,12,3,"(1995,2016]"
19740289,1974,Female,12,1,"[1974,1995]"
19930220,1993,Female,13,9,"[1974,1995]"
19740465,1974,Male,12,7,"[1974,1995]"
19980173,1998,Female,12,6,"(1995,2016]"
19871435,1987,Female,12,6,"[1974,1995]"
19740340,1974,Male,13,7,"[1974,1995]"
19911032,1991,Female,14,6,"[1974,1995]"
19871398,1987,Female,12,4,"[1974,1995]"
19930651,1993,Female,16,6,"[1974,1995]"
19900266,1990,Male,16,6,"[1974,1995]"
20041745,2004,Female,17,7,"(1995,2016]"
20080869,2008,Male,14,6,"(1995,2016]"
19870290,1987,Male,15,7,"[1974,1995]"
20063611,2006,Female,15,5,"(1995,2016]"
19961656,1996,Male,14,5,"(1995,2016]"
19781455,1978,Male,8,5,"[1974,1995]"
19870939,1987,Male,16,6,"[1974,1995]"
20120241,2012,Male,12,6,"(1995,2016]"
19890517,1989,Female,17,7,"[1974,1995]"
19910195,1991,Male,11,6,"[1974,1995]"
19981180,1998,Female,12,7,"(1995,2016]"
19962839,1996,Male,11,8,"(1995,2016]"
19740743,1974,Female,14,6,"[1974,1995]"
19942034,1994,Female,16,4,"[1974,1995]"
19930180,1993,Female,13,7,"[1974,1995]"
20121425,2012,Male,12,5,"(1995,2016]"
19822057,1982,Female,14,2,"[1974,1995]"
19890959,1989,Female,16,6,"[1974,1995]"
19880232,1988,Female,12,5,"[1974,1995]"
20121595,2012,Female,12,7,"(1995,2016]"
19760429,1976,Male,7,3,"[1974,1995]"
20042461,2004,Female,19,7,"(1995,2016]"
20081743,2008,Female,14,9,"(1995,2016]"
19931394,1993,Female,13,7,"[1974,1995]"
19760691,1976,Female,10,5,"[1974,1995]"
19761234,1976,Female,12,7,"[1974,1995]"
19761508,1976,Male,5,5,"[1974,1995]"
19872298,1987,Female,12,7,"[1974,1995]"
19781029,1978,Female,15,8,"[1974,1995]"
19781166,1978,Female,12,7,"[1974,1995]"
20161987,2016,Female,12,9,"(1995,2016]"
20001492,2000,Male,13,6,"(1995,2016]"
19761063,1976,Male,8,3,"[1974,1995]"
20000663,2000,Male,17,8,"(1995,2016]"
19780815,1978,Female,14,4,"[1974,1995]"
20081586,2008,Male,12,6,"(1995,2016]"
20120147,2012,Female,14,2,"(1995,2016]"
19741291,1974,Male,14,7,"[1974,1995]"
20082000,2008,Male,14,6,"(1995,2016]"
20140853,2014,Female,11,8,"(1995,2016]"
19760043,1976,Female,16,9,"[1974,1995]"
19823067,1982,Female,14,7,"[1974,1995]"
19840706,1984,Female,15,6,"[1974,1995]"
20121511,2012,Female,18,7,"(1995,2016]"
19780574,1978,Female,14,7,"[1974,1995]"
19761255,1976,Female,12,7,"[1974,1995]"
19942061,1994,Female,14,4,"[1974,1995]"
19780156,1978,Female,12,7,"[1974,1995]"
19871244,1987,Male,11,2,"[1974,1995]"
19821493,1982,Male,12,7,"[1974,1995]"
19900615,1990,Male,16,6,"[1974,1995]"
19740255,1974,Female,10,4,"[1974,1995]"
20064101,2006,Male,11,6,"(1995,2016]"
19741049,1974,Female,17,0,"[1974,1995]"
20080977,2008,Male,16,4,"(1995,2016]"
19823022,1982,Male,5,3,"[1974,1995]"
20160880,2016,Male,13,4,"(1995,2016]"
19872007,1987,Female,10,4,"[1974,1995]"
20140189,2014,Male,16,7,"(1995,2016]"
20060061,2006,Male,13,10,"(1995,2016]"
20101766,2010,Female,10,5,"(1995,2016]"
19870596,1987,Male,16,8,"[1974,1995]"
19840875,1984,Female,13,5,"[1974,1995]"
19761507,1976,Male,14,5,"[1974,1995]"
19821230,1982,Female,10,5,"[1974,1995]"
19980677,1998,Male,8,5,"(1995,2016]"
19930226,1993,Female,6,4,"[1974,1995]"
20062351,2006,Female,20,9,"(1995,2016]"
19942140,1994,Female,12,5,"[1974,1995]"
20080700,2008,Male,16,10,"(1995,2016]"
19910358,1991,Female,16,7,"[1974,1995]"
20141424,2014,Male,18,5,"(1995,2016]"
19890809,1989,Female,12,3,"[1974,1995]"
19962798,1996,Female,16,10,"(1995,2016]"
20080789,2008,Male,14,4,"(1995,2016]"
19900815,1990,Male,12,6,"[1974,1995]"
20040435,2004,Female,16,9,"(1995,2016]"
20040460,2004,Male,16,10,"(1995,2016]"
19741383,1974,Female,6,3,"[1974,1995]"
